      0                1000            73051640            1.000000000000      0.000013688759
      1                 404            35319084            0.404000000000      0.000011438444
      2                 784             2223471            0.784000000000      0.000352477571
      3                 213               77944            0.213000000000      0.002725283724
      4                 725             2004567            0.725000000000      0.000361543356
      5                 641              117116            0.641000000000      0.005443413130
      6                  71                 924            0.071000000000      0.071356783920
      7                 306               31082            0.306000000000      0.009748948643
      8                 610              106153            0.610000000000      0.005713589914
      9                 403                2308            0.403000000000      0.148653633346
     10                  16                  19            0.016000000000      0.457142857143
     11                 106                 275            0.106000000000      0.278215223097
     12                 465                1413            0.465000000000      0.247603833866
     13                 423                2078            0.423000000000      0.169132347061
     14                  29                   1            0.029000000000      0.966666666667
     15                1000                   0            1.000000000000      1.000000000000
