             0         1.1264813005e-05                           371         1.0774484155e+02        -2.4941844407e-01
             3         2.0453451861e-05                           633         2.3979866410e+02        -2.4941844407e-01
             2         4.2164889844e-05                          1335         4.6621501064e+02        -2.4941844407e-01
             4         2.7546731529e-04                          8491         2.8846003007e+03        -2.4941844407e-01
             6         3.7816739150e-04                         11749         3.8378567062e+03        -2.4941844407e-01
             8         2.2287406599e-04                          7029         2.2326484682e+03        -2.4941844407e-01
            12         6.1840717556e-05                          1949         6.4252593374e+02        -2.4941844407e-01
             1         6.4690704687e-04                         20249         6.5322251038e+03        -2.4941844407e-01
             5         2.4295065623e-05                           717         2.7538394440e+02        -2.4941844407e-01
            16         2.9649946776e-04                          9155         3.0129672150e+03        -2.4941844407e-01
            20         5.8401466902e-05                          1811         6.1985200299e+02        -2.4941844407e-01
            10         6.1949233494e-04                         19239         6.3165360712e+03        -2.4941844407e-01
             9         4.6749998770e-04                         14409         4.8109060324e+03        -2.4941844407e-01
             7         1.3392268131e-03                         41693         1.3791599298e+04        -2.4941844407e-01
            11         2.7433779551e-05                           899         2.7494314699e+02        -2.4941844407e-01
            13         4.0638056237e-04                         12479         4.0634823130e+03        -2.4941844407e-01
            17         4.3608364148e-05                          1339         3.8400936946e+02        -2.4941844407e-01
            21         7.3291921319e-05                          2441         8.0415349764e+02        -2.4941844407e-01
            14         7.6039262791e-04                         23377         7.4005055159e+03        -2.4941844407e-01
            25         2.2735572871e-04                          6901         2.1853662421e+03        -2.4941844407e-01
            24         9.1056646344e-04                         28199         9.0879668054e+03        -2.4941844407e-01
            29         3.9281799533e-05                          1217         4.1574414529e+02        -2.4941844407e-01
            33         1.9328134075e-04                          5945         1.9224971976e+03        -2.4941844407e-01
            15         8.5826082005e-04                         26371         8.6457294630e+03        -2.4941844407e-01
            18         5.3746801902e-04                         16681         5.3558674975e+03        -2.4941844407e-01
            22         9.9786036213e-05                          3033         1.0160291538e+03        -2.4941844407e-01
            19         1.7303223084e-04                          5579         1.8309845112e+03        -2.4941844407e-01
            26         3.5198489584e-05                          1051         3.8050623820e+02        -2.4941844407e-01
            37         3.9336452910e-04                         12139         3.9527384831e+03        -2.4941844407e-01
            41         4.1913161432e-05                          1281         4.0989031597e+02        -2.4941844407e-01
            30         2.0783655104e-04                          6539         2.1864436117e+03        -2.4941844407e-01
            28         8.2344538466e-04                         25621         8.3366718141e+03        -2.4941844407e-01
            45         2.2931895820e-04                          7147         2.2011081947e+03        -2.4941844407e-01
            49         3.0786047801e-05                           959         3.1035743369e+02        -2.4941844407e-01
            23         3.8195299548e-04                         11973         3.9983633221e+03        -2.4941844407e-01
            27         6.2936358364e-06                           199         8.2515531002e+01        -2.4941844407e-01
            31         1.2197641576e-05                           361         1.6138884938e+02        -2.4941844407e-01
            53         1.0752429261e-04                          3311         1.0849947731e+03        -2.4941844407e-01
            35         1.3822115439e-04                          4187         1.1949797668e+03        -2.4941844407e-01
            57         1.4554014526e-04                          4441         1.4391249998e+03        -2.4941844407e-01
            61         1.5400713348e-04                          4679         1.3901983380e+03        -2.4941844407e-01
            39         2.2086755431e-04                          6751         2.2000261642e+03        -2.4941844407e-01
            34         5.6225629277e-04                         17499         5.5817401221e+03        -2.4941844407e-01
            43         1.8212207502e-04                          5705         1.8817694106e+03        -2.4941844407e-01
            38         2.0083925177e-04                          6101         1.9647520570e+03        -2.4941844407e-01
            65         3.7700914845e-04                         11701         3.7769871646e+03        -2.4941844407e-01
            42         1.3750660572e-04                          4091         1.3190164754e+03        -2.4941844407e-01
            69         2.6347537689e-05                           757         2.8058729337e+02        -2.4941844407e-01
            32         8.8273912733e-04                         27239         8.7207167498e+03        -2.4941844407e-01
            73         6.1103051673e-05                          1935         6.0288445560e+02        -2.4941844407e-01
            51         1.2559121957e-04                          3841         1.2004815161e+03        -2.4941844407e-01
            36         1.2947183830e-04                          3881         1.2765928271e+03        -2.4941844407e-01
            40         8.8651695126e-05                          2701         8.9840327228e+02        -2.4941844407e-01
            77         3.0179331357e-04                          9359         3.1313286960e+03        -2.4941844407e-01
            44         1.9645289587e-04                          6045         1.9304072332e+03        -2.4941844407e-01
            46         5.0310197118e-04                         15319         4.7790599199e+03        -2.4941844407e-01
            81         1.9035802398e-04                          5905         2.0118049706e+03        -2.4941844407e-01
            55         6.9136560398e-04                         21323         6.7335188966e+03        -2.4941844407e-01
            50         3.0783031118e-04                          9657         3.1187592439e+03        -2.4941844407e-01
            59         3.0304207558e-05                           915         2.8273499195e+02        -2.4941844407e-01
            54         7.1815183340e-05                          2257         7.6921665002e+02        -2.4941844407e-01
            85         4.4123345851e-04                         13755         4.5996975730e+03        -2.4941844407e-01
            63         2.3960394048e-04                          7391         2.4326560103e+03        -2.4941844407e-01
            48         6.2920103697e-04                         19667         6.2118190536e+03        -2.4941844407e-01
            58         2.1750558671e-04                          6633         2.2883167017e+03        -2.4941844407e-01
            67         4.9578632126e-05                          1525         4.9001588573e+02        -2.4941844407e-01
            89         3.5591285389e-04                         11149         3.6814426308e+03        -2.4941844407e-01
            52         2.8614646491e-04                          8779         2.7466427323e+03        -2.4941844407e-01
            56         7.7481602872e-05                          2377         8.3272745578e+02        -2.4941844407e-01
            71         4.4090734418e-04                         13435         4.3333240845e+03        -2.4941844407e-01
            75         1.8763557741e-05                           515         1.7156071760e+02        -2.4941844407e-01
            62         5.0977418123e-04                         15647         5.0346747661e+03        -2.4941844407e-01
            66         2.2697846458e-04                          7031         2.3099682288e+03        -2.4941844407e-01
            93         5.5399193903e-04                         17257         5.7607458556e+03        -2.4941844407e-01
            97         5.2781884199e-05                          1651         5.5263773530e+02        -2.4941844407e-01
            70         2.5570944362e-04                          7823         2.6464938227e+03        -2.4941844407e-01
           101         3.5788739332e-04                         11089         3.6160674473e+03        -2.4941844407e-01
            60         9.1057184546e-04                         27831         9.2004860762e+03        -2.4941844407e-01
            79         8.1429169974e-04                         25115         8.1603913248e+03        -2.4941844407e-01
            74         3.7884125869e-04                         11597         3.7478679192e+03        -2.4941844407e-01
            83         1.2946026086e-04                          4033         1.2806648168e+03        -2.4941844407e-01
           105         2.7813519741e-04                          8717         2.9979318173e+03        -2.4941844407e-01
            78         1.3424994453e-04                          4103         1.3633732438e+03        -2.4941844407e-01
            64         3.7531742931e-04                         11677         3.7052872358e+03        -2.4941844407e-01
            87         2.9675355611e-04                          9099         3.0904721555e+03        -2.4941844407e-01
           109         2.7632505863e-04                          8559         2.7257815131e+03        -2.4941844407e-01
            91         3.4311122430e-04                         10463         3.4739648290e+03        -2.4941844407e-01
            82         5.4479934937e-04                         16943         5.5886265116e+03        -2.4941844407e-01
           113         4.7196811730e-04                         14443         4.6815847134e+03        -2.4941844407e-01
           117         5.1043833960e-05                          1597         5.8569677175e+02        -2.4941844407e-01
            86         2.4054732327e-04                          7365         2.3092713299e+03        -2.4941844407e-01
           121         1.2617469424e-04                          3833         1.2201415913e+03        -2.4941844407e-01
            68         9.2799038200e-04                         28881         9.5285807153e+03        -2.4941844407e-01
            95         4.9746825494e-04                         15315         4.9232590180e+03        -2.4941844407e-01
            99         1.3588754654e-04                          4147         1.3209496114e+03        -2.4941844407e-01
            72         1.8564966953e-04                          5613         1.7494893012e+03        -2.4941844407e-01
            76         1.5836989212e-05                           493         1.5524261283e+02        -2.4941844407e-01
           125         4.4934692119e-04                         13897         4.5363508636e+03        -2.4941844407e-01
            80         8.3319901754e-05                          2517         8.0835008585e+02        -2.4941844407e-01
           129         3.1930998810e-05                           983         2.9877033645e+02        -2.4941844407e-01
           103         1.8261629469e-04                          5671         1.7939158841e+03        -2.4941844407e-01
            84         6.7493221708e-05                          2079         6.5640570772e+02        -2.4941844407e-01
           107         1.1656707423e-04                          3737         1.1309678624e+03        -2.4941844407e-01
           133         1.8478899886e-04                          5657         1.8177796282e+03        -2.4941844407e-01
            88         1.7749054553e-04                          5617         1.7026926144e+03        -2.4941844407e-01
           111         8.9054507337e-05                          2789         9.0396552648e+02        -2.4941844407e-01
           137         1.2316443895e-04                          3725         1.2417666713e+03        -2.4941844407e-01
           141         6.9950772326e-07                            27         1.7065548468e+01        -2.4941844407e-01
           145         1.2347140500e-05                           395         1.4425943058e+02        -2.4941844407e-01
            90         8.9576694894e-04                         28263         9.2069626043e+03        -2.4941844407e-01
            94         4.5207382021e-05                          1431         5.0731928167e+02        -2.4941844407e-01
            92         2.0316988856e-04                          6297         2.0898441585e+03        -2.4941844407e-01
           149         2.3868188386e-04                          7367         2.2731329527e+03        -2.4941844407e-01
           153         2.0724359944e-05                           627         1.7810712980e+02        -2.4941844407e-01
           157         1.9856834515e-05                           629         1.8358914478e+02        -2.4941844407e-01
            96         2.3891155372e-04                          7399         2.4189775856e+03        -2.4941844407e-01
           115         4.4790372469e-04                         13859         4.4057952983e+03        -2.4941844407e-01
           119         7.8807520629e-05                          2481         8.4338225075e+02        -2.4941844407e-01
           161         1.7983677583e-04                          5635         1.9355448927e+03        -2.4941844407e-01
           165         7.7168158325e-05                          2495         7.8529590244e+02        -2.4941844407e-01
           123         2.0027359810e-04                          6185         1.9765819824e+03        -2.4941844407e-01
           127         4.1016630908e-05                          1229         3.9040732675e+02        -2.4941844407e-01
           131         4.4171935330e-05                          1295         4.4084465721e+02        -2.4941844407e-01
           169         2.1360119011e-04                          6657         2.2126575849e+03        -2.4941844407e-01
           100         4.4204511366e-04                         13999         4.6576296308e+03        -2.4941844407e-01
            98         7.2645911166e-04                         22539         7.2912224972e+03        -2.4941844407e-01
           102         8.7680230944e-06                           251         8.7586523686e+01        -2.4941844407e-01
           173         4.2869931179e-05                          1347         4.3705346814e+02        -2.4941844407e-01
           135         1.9039279545e-04                          5939         1.8590654111e+03        -2.4941844407e-01
           106         1.3804554995e-04                          4395         1.4509972731e+03        -2.4941844407e-01
           177         1.7791836429e-04                          5475         1.8667928356e+03        -2.4941844407e-01
           110         1.2826068649e-04                          4039         1.2432067362e+03        -2.4941844407e-01
           104         3.7372500694e-04                         11635         3.8951509008e+03        -2.4941844407e-01
           181         3.1876612038e-04                          9643         3.2349075437e+03        -2.4941844407e-01
           108         1.8933259453e-04                          5945         1.9796334345e+03        -2.4941844407e-01
           185         5.1810564268e-05                          1683         4.8840254764e+02        -2.4941844407e-01
           189         2.7602218131e-06                            87         3.1316557391e+01        -2.4941844407e-01
           193         2.4278729068e-04                          7635         2.4067609621e+03        -2.4941844407e-01
           197         4.3968739117e-05                          1389         3.8742928077e+02        -2.4941844407e-01
           139         7.8178637223e-04                         23897         7.8532666199e+03        -2.4941844407e-01
           143         1.4883562490e-05                           411         1.4078254080e+02        -2.4941844407e-01
           112         4.0342422213e-04                         12369         4.1010223201e+03        -2.4941844407e-01
           114         7.1093311231e-04                         21765         7.1460612239e+03        -2.4941844407e-01
           147         1.7179148642e-04                          5203         1.8088221988e+03        -2.4941844407e-01
           201         4.4882052356e-04                         13611         4.6213914483e+03        -2.4941844407e-01
           205         1.6210827175e-04                          5059         1.5598340525e+03        -2.4941844407e-01
           151         5.3652942099e-04                         16555         5.4822525212e+03        -2.4941844407e-01
           155         5.6446128787e-05                          1817         5.5559939270e+02        -2.4941844407e-01
           118         8.4835893676e-04                         26305         8.8047364682e+03        -2.4941844407e-01
           116         8.7900882296e-04                         27255         8.7677820078e+03        -2.4941844407e-01
           159         3.4554399787e-04                         10643         3.4675122349e+03        -2.4941844407e-01
           163         8.3477492174e-05                          2543         8.7062912152e+02        -2.4941844407e-01
           122         3.3590829130e-04                         10571         3.3893712725e+03        -2.4941844407e-01
           126         1.3533769293e-04                          4225         1.4651112832e+03        -2.4941844407e-01
           209         8.3379517787e-04                         25875         8.3254739048e+03        -2.4941844407e-01
           130         1.0064037222e-04                          3065         1.0109753296e+03        -2.4941844407e-01
           167         3.6170033532e-04                         10981         3.5722554884e+03        -2.4941844407e-01
           171         2.1232888980e-04                          6603         2.1420846372e+03        -2.4941844407e-01
           175         2.6690230052e-04                          8243         2.5869019326e+03        -2.4941844407e-01
           120         1.1048804455e-03                         34435         1.1080406439e+04        -2.4941844407e-01
           134         5.6816265514e-04                         17577         5.8726691900e+03        -2.4941844407e-01
           124         1.0742079542e-04                          3249         1.0529346067e+03        -2.4941844407e-01
           179         1.9283920390e-04                          5905         1.9732545328e+03        -2.4941844407e-01
           213         8.6637581706e-04                         26739         8.7878983625e+03        -2.4941844407e-01
           138         4.1949150044e-04                         12823         4.1437798074e+03        -2.4941844407e-01
           128         3.1781509968e-04                          9729         3.1691268741e+03        -2.4941844407e-01
           132         2.3874885513e-04                          7379         2.3481101731e+03        -2.4941844407e-01
           217         5.0788426278e-04                         15609         5.2359089289e+03        -2.4941844407e-01
