     31      3         0.0000000000e+00                             0
     22      2         5.0000000000e+05                             4
     22      2         1.0000000000e+06                             8
     24      2         2.0000000000e+06                            12
     22      2         2.5000000000e+06                            14
     22      2         3.5000000000e+06                            20
     22      2         4.0000000000e+06                            26
     31      3         4.5000000000e+06                            31
     24      2         5.0000000000e+06                            34
     24      2         5.5000000000e+06                            36
     22      2         6.0000000000e+06                            42
     22      2         6.5000000000e+06                            44
     22      2         7.0000000000e+06                            50
     24      2         7.5000000000e+06                            52
     31      3         8.0000000000e+06                            55
     31      3         8.5000000000e+06                            59
     22      2         9.0000000000e+06                            66
     24      2         1.0500000000e+07                            68
     31      3         1.1000000000e+07                            71
     22      2         1.1500000000e+07                            72
     31      3         1.2000000000e+07                            73
     22      2         1.2500000000e+07                            76
     31      3         1.3000000000e+07                            79
     22      2         1.3500000000e+07                            82
     31      3         1.4000000000e+07                            85
     22      2         1.4500000000e+07                            88
     22      2         1.5000000000e+07                            90
     24      2         1.5500000000e+07                            92
     22      2         1.6000000000e+07                            94
     22      2         1.6500000000e+07                            96
     24      2         1.7500000000e+07                            98
     22      2         1.8000000000e+07                           102
     22      2         1.9500000000e+07                           104
     24      2         2.0000000000e+07                           108
     31      3         2.1000000000e+07                           109
     22      2         2.1500000000e+07                           114
     22      2         2.2500000000e+07                           116
     24      2         2.3000000000e+07                           122
     22      2         2.3500000000e+07                           124
     31      3         2.4000000000e+07                           127
     24      2         2.4500000000e+07                           130
     31      3         2.5000000000e+07                           135
     22      2         2.5500000000e+07                           138
     24      2         2.6500000000e+07                           142
     24      2         2.7000000000e+07                           144
     31      3         2.7500000000e+07                           147
     22      2         2.8000000000e+07                           150
     22      2         2.9000000000e+07                           152
     24      2         2.9500000000e+07                           156
     22      2         3.0000000000e+07                           158
     24      2         3.0500000000e+07                           162
     22      2         3.1000000000e+07                           166
     31      3         3.1500000000e+07                           169
     31      3         3.2000000000e+07                           171
     24      2         3.2500000000e+07                           176
     22      2         3.3000000000e+07                           182
     31      3         3.3500000000e+07                           183
     24      2         3.4000000000e+07                           186
     24      2         3.5000000000e+07                           188
     31      3         3.6000000000e+07                           195
     24      2         3.6500000000e+07                           198
     24      2         3.7000000000e+07                           202
     22      2         3.7500000000e+07                           204
     22      2         3.9000000000e+07                           210
     24      2         3.9500000000e+07                           212
     22      2         4.0000000000e+07                           216
     24      2         4.0500000000e+07                           218
     31      3         4.2000000000e+07                           221
     22      2         4.2500000000e+07                           224
     22      2         4.3000000000e+07                           226
     31      3         4.3500000000e+07                           229
     24      2         4.4000000000e+07                           234
     22      2         4.4500000000e+07                           238
     22      2         4.5000000000e+07                           240
     22      2         4.5500000000e+07                           248
     22      2         4.6500000000e+07                           252
     22      2         4.7500000000e+07                           254
     22      2         4.8000000000e+07                           262
     22      2         4.8500000000e+07                           268
     31      3         4.9000000000e+07                           275
     22      2         4.9500000000e+07                           278
     22      2         5.0500000000e+07                           280
     31      3         5.1000000000e+07                           287
     22      2         5.1500000000e+07                           294
     22      2         5.2000000000e+07                           298
     24      2         5.2500000000e+07                           300
     24      2         5.3000000000e+07                           304
     31      3         5.3500000000e+07                           307
     31      3         5.4000000000e+07                           309
     22      2         5.4500000000e+07                           312
     31      3         5.5000000000e+07                           313
     22      2         5.5500000000e+07                           318
     31      3         5.6500000000e+07                           323
     24      2         5.7000000000e+07                           326
