     19      2         0.0000000000e+00                             0
     19      2         5.0000000000e+05                        146091
      6      0         1.7450000000e+08                        146094
     23      2         1.7550000000e+08                        146095
      3      0         1.7600000000e+08                       1100029
      7      0         2.0900000000e+08                       1100031
      7      0         2.1050000000e+08                       1100035
      7      0         2.1200000000e+08                       1100037
      7      0         2.1250000000e+08                       1100041
     14      1         2.1300000000e+08                       1100042
      7      0         2.1350000000e+08                       1100043
      7      0         2.1550000000e+08                       1100045
     14      1         2.1600000000e+08                       1100046
      7      0         2.1650000000e+08                       1100047
     16      1         2.1750000000e+08                       1100048
      7      0         2.1800000000e+08                       1100051
     11      1         2.1950000000e+08                       1212183
      7      0         2.2300000000e+08                       1212184
      9      1         2.2350000000e+08                       1393278
     30      3         2.2950000000e+08                       1393279
     32      3         2.3000000000e+08                       1393287
     30      3         2.3050000000e+08                       1393295
     32      3         2.3100000000e+08                       1393303
     32      3         2.3150000000e+08                       1393307
     30      3         2.3200000000e+08                       1393313
     32      3         2.3250000000e+08                       1393319
     32      3         2.3300000000e+08                       1393323
     15      1         2.3350000000e+08                       1393330
     15      1         2.3400000000e+08                       1393336
     30      3         2.3450000000e+08                       1393345
     32      3         2.3500000000e+08                       1393351
     15      1         2.3550000000e+08                       1393358
     30      3         2.3600000000e+08                       1393363
     30      3         2.3650000000e+08                       1393367
     32      3         2.3700000000e+08                       1393369
     32      3         2.3750000000e+08                       1393375
     32      3         2.3800000000e+08                       1393381
     30      3         2.3850000000e+08                       1393387
     32      3         2.3900000000e+08                       1393395
     15      1         2.3950000000e+08                       1393408
     30      3         2.4000000000e+08                       1393417
     32      3         2.4050000000e+08                       1393421
     30      3         2.4100000000e+08                       1393427
     30      3         2.4150000000e+08                       1393439
     32      3         2.4200000000e+08                       1393443
     30      3         2.4250000000e+08                       1393453
     30      3         2.4300000000e+08                       1393459
     32      3         2.4350000000e+08                       1393461
     30      3         2.4400000000e+08                       1393465
     30      3         2.4450000000e+08                       1393471
     30      3         2.4500000000e+08                       1393473
     15      1         2.4550000000e+08                       1393478
     32      3         2.4600000000e+08                       1393487
     32      3         2.4650000000e+08                       1393495
     30      3         2.4700000000e+08                       1393501
     15      1         2.4750000000e+08                       1393504
     30      3         2.4800000000e+08                       1393507
     30      3         2.4850000000e+08                       1393509
     30      3         2.4900000000e+08                       1393511
     32      3         2.4950000000e+08                       1393513
     30      3         2.5000000000e+08                       1393515
     32      3         2.5050000000e+08                       1393519
     15      1         2.5100000000e+08                       1393522
     32      3         2.5150000000e+08                       1393529
     32      3         2.5200000000e+08                       1393535
     32      3         2.5250000000e+08                       1393537
     32      3         2.5300000000e+08                       1393545
     32      3         2.5350000000e+08                       1393555
     32      3         2.5400000000e+08                       1393557
     30      3         2.5450000000e+08                       1393559
     30      3         2.5500000000e+08                       1393561
     30      3         2.5550000000e+08                       1393577
     15      1         2.5600000000e+08                       1393580
     32      3         2.5650000000e+08                       1393587
     32      3         2.5700000000e+08                       1393589
     32      3         2.5750000000e+08                       1393599
     15      1         2.5800000000e+08                       1393604
     30      3         2.5850000000e+08                       1393607
     30      3         2.5900000000e+08                       1393613
     32      3         2.5950000000e+08                       1393621
     30      3         2.6000000000e+08                       1393625
     30      3         2.6050000000e+08                       1393635
     30      3         2.6100000000e+08                       1393639
     32      3         2.6150000000e+08                       1393651
     32      3         2.6200000000e+08                       1393653
     11      1         2.6250000000e+08                       1989333
      7      0         2.8250000000e+08                       1989338
      7      0         2.8300000000e+08                       1989340
      7      0         2.8350000000e+08                       1989342
      7      0         2.8550000000e+08                       1989344
