     27      3         0.0000000000e+00                             0
     27      3         5.0000000000e+05                        608000
     32      3         5.7250000000e+08                        608008
     15      1         5.7300000000e+08                        608013
     32      3         5.7350000000e+08                        608022
     15      1         5.7400000000e+08                        608031
     30      3         5.7450000000e+08                        608038
     30      3         5.7500000000e+08                        608046
     30      3         5.7550000000e+08                        608054
     30      3         5.7600000000e+08                        608066
     30      3         5.7650000000e+08                        608070
     32      3         5.7700000000e+08                        608074
     32      3         5.7750000000e+08                        608076
     32      3         5.7800000000e+08                        608092
     10      1         5.7850000000e+08                        664323
      7      0         5.8050000000e+08                        664324
      7      0         5.8100000000e+08                        664326
      7      0         5.8150000000e+08                        664330
      7      0         5.8200000000e+08                        664334
      2      0         5.8250000000e+08                       1433244
     23      2         6.1000000000e+08                       1433245
      8      0         6.1050000000e+08                       1433246
      6      0         6.1100000000e+08                       1433248
      8      0         6.1150000000e+08                       1433250
      8      0         6.1200000000e+08                       1433252
      6      0         6.1250000000e+08                       1433254
      8      0         6.1450000000e+08                       1433256
     23      2         6.1650000000e+08                       1433259
      8      0         6.1700000000e+08                       1433260
     23      2         6.1950000000e+08                       1433261
      8      0         6.2000000000e+08                       1433264
      6      0         6.2050000000e+08                       1433266
      6      0         6.2100000000e+08                       1433268
     23      2         6.2200000000e+08                       1433271
      6      0         6.2250000000e+08                       1433274
      8      0         6.2450000000e+08                       1433278
     23      2         6.2600000000e+08                       1433279
      6      0         6.2650000000e+08                       1433280
      6      0         6.2700000000e+08                       1433282
      6      0         6.2850000000e+08                       1433286
     23      2         6.3100000000e+08                       1433287
      8      0         6.3150000000e+08                       1433288
      6      0         6.3200000000e+08                       1433290
      8      0         6.3250000000e+08                       1433292
      6      0         6.3300000000e+08                       1433296
      6      0         6.3500000000e+08                       1433298
      8      0         6.3550000000e+08                       1433300
      8      0         6.3600000000e+08                       1433302
      8      0         6.3700000000e+08                       1433304
      3      0         6.3850000000e+08                       2642083
     23      2         6.8250000000e+08                       2642084
      6      0         6.8300000000e+08                       2642085
      6      0         6.8450000000e+08                       2642087
     23      2         6.8550000000e+08                       2642088
     23      2         6.8600000000e+08                       2642090
      6      0         6.8650000000e+08                       2642093
      8      0         6.8700000000e+08                       2642097
      8      0         6.8850000000e+08                       2642099
      8      0         6.8900000000e+08                       2642101
      2      0         6.8950000000e+08                       2910586
     23      2         6.9950000000e+08                       2910587
      6      0         7.0000000000e+08                       2910588
      8      0         7.0050000000e+08                       2910590
      8      0         7.0250000000e+08                       2910592
     23      2         7.0300000000e+08                       2910593
      6      0         7.0350000000e+08                       2910594
     23      2         7.0450000000e+08                       2910595
      8      0         7.0500000000e+08                       2910600
      6      0         7.0550000000e+08                       2910602
     23      2         7.0650000000e+08                       2910603
      6      0         7.0700000000e+08                       2910604
     23      2         7.0750000000e+08                       2910607
      8      0         7.0800000000e+08                       2910610
      8      0         7.1350000000e+08                       2910612
      6      0         7.1450000000e+08                       2910614
     23      2         7.1500000000e+08                       2910615
      8      0         7.1550000000e+08                       2910616
      8      0         7.1800000000e+08                       2910618
      8      0         7.1950000000e+08                       2910620
     23      2         7.2100000000e+08                       2910623
     23      2         7.2150000000e+08                       2910625
      8      0         7.2200000000e+08                       2910628
     23      2         7.2300000000e+08                       2910629
      6      0         7.2350000000e+08                       2910630
      6      0         7.2500000000e+08                       2910632
      8      0         7.2600000000e+08                       2910634
     23      2         7.2700000000e+08                       2910637
      8      0         7.2750000000e+08                       2910638
      5      0         7.2850000000e+08                       4973061
     23      2         7.9900000000e+08                       4973062
      6      0         7.9950000000e+08                       4973063
      6      0         8.0600000000e+08                       4973065
      4      0         8.0700000000e+08                       5017048
      7      0         8.1100000000e+08                       5017054
      7      0         8.1150000000e+08                       5017056
      7      0         8.1300000000e+08                       5017058
      7      0         8.1400000000e+08                       5017064
      7      0         8.1450000000e+08                       5017068
     16      1         8.1500000000e+08                       5017071
      7      0         8.1550000000e+08                       5017072
      9      1         8.1650000000e+08                       6224335
     30      3         8.5700000000e+08                       6224336
     30      3         8.5750000000e+08                       6224350
     30      3         8.5800000000e+08                       6224358
     32      3         8.5850000000e+08                       6224364
     32      3         8.5900000000e+08                       6224368
     32      3         8.5950000000e+08                       6224372
     32      3         8.6000000000e+08                       6224382
     30      3         8.6050000000e+08                       6224388
     30      3         8.6100000000e+08                       6224396
     30      3         8.6150000000e+08                       6224402
     30      3         8.6200000000e+08                       6224408
     30      3         8.6250000000e+08                       6224420
     32      3         8.6300000000e+08                       6224428
     30      3         8.6350000000e+08                       6224436
     15      1         8.6400000000e+08                       6224447
     30      3         8.6450000000e+08                       6224452
     30      3         8.6500000000e+08                       6224458
     32      3         8.6550000000e+08                       6224460
     30      3         8.6600000000e+08                       6224466
     30      3         8.6650000000e+08                       6224474
     30      3         8.6700000000e+08                       6224478
     32      3         8.6750000000e+08                       6224484
     15      1         8.6800000000e+08                       6224495
     30      3         8.6850000000e+08                       6224500
     32      3         8.6900000000e+08                       6224506
     32      3         8.6950000000e+08                       6224510
     30      3         8.7000000000e+08                       6224514
     15      1         8.7050000000e+08                       6224525
     30      3         8.7100000000e+08                       6224532
     32      3         8.7150000000e+08                       6224538
     30      3         8.7200000000e+08                       6224542
     32      3         8.7250000000e+08                       6224546
     32      3         8.7300000000e+08                       6224556
     32      3         8.7400000000e+08                       6224558
     32      3         8.7450000000e+08                       6224564
     30      3         8.7500000000e+08                       6224572
     30      3         8.7550000000e+08                       6224574
     30      3         8.7600000000e+08                       6224578
     30      3         8.7650000000e+08                       6224580
     15      1         8.7700000000e+08                       6224583
     30      3         8.7750000000e+08                       6224590
     25      3         8.7800000000e+08                       6942571
