             3         4.1142448994e-06                            75         4.3699419899e+01        -6.7718881071e+00
             0         1.3033171191e-06                            13         8.9881616772e+00        -6.7718881071e+00
             2         1.6320852025e-05                           163         4.9944097820e+01        -6.7718881071e+00
             7         1.3252058643e-06                            51         3.1365779248e+01        -6.7718880516e+00
             5         4.0520769798e-06                            47         3.0789011473e+01        -6.7718881071e+00
             4         3.3109883360e-06                            79         4.4286471467e+01        -6.7718890795e+00
            10         2.1396961614e-06                            39         2.2985873089e+01        -6.7718881071e+00
             9         5.8385899565e-06                            81         3.8853727686e+01        -6.7718881071e+00
            14         3.3095176489e-06                            71         4.0860755168e+01        -6.7718881071e+00
            12         4.3232735222e-06                            51         1.8169902120e+01        -6.7718880516e+00
            13         4.6073389968e-06                            75         3.6599639145e+01        -6.7718880516e+00
            15         9.0148215429e-06                           121         5.0481915793e+01        -6.7718881071e+00
            18         1.7020312878e-06                            19         1.4323188292e+01        -6.7718881071e+00
            17         1.2190033210e-06                            19         1.5599046811e+01        -6.7718880516e+00
            19         2.5210108912e-05                           281         8.1833439002e+01        -6.7718880516e+00
            21         3.8990932848e-06                            49         1.6199514980e+01        -6.7718881071e+00
            20         7.5232344541e-06                           103         4.9467924263e+01        -6.7718880516e+00
            22         3.3576542748e-06                            57         3.0539232985e+01        -6.7718881071e+00
            23         1.7114069929e-05                           215         6.5561851871e+01        -6.7718880516e+00
            25         3.0880518320e-06                            43         2.2821260282e+01        -6.7718881071e+00
            24         1.8727206956e-06                            43         2.4194397759e+01        -6.7718881071e+00
            26         9.6378629104e-07                            11         7.4335208947e+00        -6.7718881071e+00
            27         1.5416915651e-06                            29         2.0225990984e+01        -6.7718881071e+00
            29         1.5394668181e-06                            41         2.9245730973e+01        -6.7718890795e+00
            30         3.9638859797e-06                           129         9.2568063537e+01        -6.7718881071e+00
            31         5.4561559318e-06                            95         3.9533303927e+01        -6.7718881071e+00
            33         6.9232279505e-06                            85         3.9689437733e+01        -6.7718881071e+00
            34         6.0666802531e-06                            83         2.8123616824e+01        -6.7718880516e+00
            32         2.7268153374e-06                            41         2.2224363753e+01        -6.7718881071e+00
            35         1.5959766419e-06                            31         1.0023652447e+01        -6.7718881071e+00
            38         8.5986780607e-06                           101         4.1748112344e+01        -6.7718880516e+00
            36         1.1460695790e-05                           101         2.8316337518e+01        -6.7718881071e+00
            41         2.6365911822e-06                            85         5.2445670326e+01        -6.7718890795e+00
            42         7.8333578446e-06                           113         4.6069575633e+01        -6.7718881071e+00
            40         9.5570372821e-06                           111         5.5314069425e+01        -6.7718881071e+00
            43         5.2353857719e-06                            85         5.1242477707e+01        -6.7718890795e+00
            46         3.4738526999e-06                            49         2.4043000113e+01        -6.7718881071e+00
            44         1.7817482133e-06                            51         3.3299756236e+01        -6.7718881071e+00
            49         4.8369933187e-06                            69         2.0919931534e+01        -6.7718880516e+00
            50         2.1778825744e-06                            51         2.9585536631e+01        -6.7718890795e+00
            53         5.0013549785e-06                           109         5.2741179157e+01        -6.7718880516e+00
            51         8.2294081952e-06                           141         5.9807140136e+01        -6.7718880516e+00
            54         2.0823927543e-06                            21         1.9014990184e+01        -6.7718880516e+00
            52         2.7495730210e-06                            49         2.3123865099e+01        -6.7718880516e+00
            57         2.2735345869e-06                            39         1.8374905356e+01        -6.7718881071e+00
            55         8.0355618983e-06                           117         6.6880175480e+01        -6.7718870237e+00
            56         6.3881811486e-07                            21         1.7953120212e+01        -6.7718890795e+00
            61         9.2253365517e-06                           111         4.3383066373e+01        -6.7718890795e+00
            62         4.1081304823e-07                            19         1.4911293841e+01        -6.7718880516e+00
            59         4.0344485149e-06                            59         2.5724113452e+01        -6.7718890795e+00
            60         1.2643380472e-05                           141         3.1028893866e+01        -6.7718881071e+00
            65         5.1108391034e-06                            55         2.2816050541e+01        -6.7718880516e+00
            66         5.1847336308e-07                            17         1.3332015051e+01        -6.7718880516e+00
            63         1.1343569701e-06                            19         1.7961662347e+01        -6.7718880516e+00
            64         4.7742932820e-06                            95         6.6817729136e+01        -6.7718880841e+00
            67         1.7092348560e-05                           173         5.8955190272e+01        -6.7718881071e+00
            68         1.3650564555e-06                            31         1.8104686089e+01        -6.7718881071e+00
